City,colors,shape,State,Time
Buffalo,,LIGHT,WV,1959-06-15 23:00:00
Minneapolis,,FORMATION,MN,1959-06-23 22:00:00
Globe,,RECTANGLE,AZ,1959-06-28 13:00:00
Campbellsport,,CIRCLE,WI,1959-06-30 14:00:00
New York City,,OVAL,NY,1959-06-30 20:00:00
Phoenix,,DISK,AZ,1959-06-30 21:00:00
Strathmore,,DISK,CA,1959-07-01 01:00:00
Castle Rock,,CIGAR,WA,1959-07-01 20:00:00
Gardner Lake,,OVAL,ME,1959-07-04 20:00:00
Long Beach,,LIGHT,CA,1959-07-07 23:00:00
New Albany,,CIGAR,IN,1959-07-15 23:00:00
Worcester,,OTHER,MA,1959-07-16 18:00:00
Salem,,DISK,OH,1959-07-19 01:00:00
Fort Lauderdale,,LIGHT,FL,1959-07-20 21:30:00
Allendale,,LIGHT,KY,1959-07-22 14:30:00
Golden,,DISK,TX,1959-08-01 18:00:00
Reseda,,DISK,CA,1959-08-10 01:30:00
Jewett,,LIGHT,NY,1959-08-13 22:30:00
Mohave,,LIGHT,CA,1959-08-15 21:00:00
Lake Bonita,,FIREBALL,NM,1959-08-20 03:00:00
Fallon,,OVAL,NV,1959-09-15 00:00:00
Goldfield,,LIGHT,NV,1959-09-15 01:00:00
Dayton,,DISK,OH,1959-09-15 11:30:00
New York City,,OTHER,NY,1959-10-01 16:00:00
Rock Hill,,TRIANGLE,SC,1959-10-05 19:00:00
Marysville,,OTHER,WA,1959-10-15 00:00:00
Four States,RED,SPHERE,WV,1959-10-16 22:30:00
Starke,,SPHERE,FL,1959-11-11 20:00:00
Lafayette,,CIRCLE,IN,1959-11-15 01:30:00
Los Angeles,,DISK,CA,1959-12-20 18:30:00
Tehachapi,,FIREBALL,CA,1959-12-30 18:35:00
Bristol,,DISK,VA,1960-01-15 22:00:00
St. Paul,,CIGAR,MN,1960-02-01 22:15:00
Hartwell,,CIGAR,GA,1960-02-01 23:00:00
Winston-Salem,,CIGAR,NC,1960-02-18 21:00:00
Houston,,TRIANGLE,TX,1960-03-12 23:00:00
Houston,,OTHER,TX,1960-04-01 21:00:00
Tucson,,LIGHT,AZ,1960-05-01 20:00:00
Terre Haute,,OTHER,IN,1960-05-15 18:00:00
Great Bend,,OTHER,KS,1960-06-01 00:00:00
Salt Lake City,,DISK,UT,1960-06-01 00:00:00
Seattle,GREEN,OVAL,WA,1960-06-01 00:00:00
Yakima,,OTHER,WA,1960-06-01 02:30:00
Palmdale,,DISK,CA,1960-06-01 12:00:00
Sacramento,,CIGAR,CA,1960-06-01 12:00:00
Chadd's Ford,,CYLINDER,PA,1960-06-01 13:00:00
New Jersey,,CIGAR,NJ,1960-06-01 13:00:00
Watervliet,,DISK,MI,1960-06-01 18:00:00
Vassalboro,,OVAL,ME,1960-06-01 20:00:00
Silverfdale,,VARIOUS,WA,1960-06-01 22:00:00
Santa Ana,,DISK,CA,1960-06-03 18:00:00
Cape Canaveral,,FIREBALL,FL,1960-06-06 12:00:00
Philadelphia,,SPHERE,PA,1960-06-10 18:00:00
Barstow-Baker,,DISK,CA,1960-06-11 02:00:00
Great Falls,,FORMATION,MT,1960-06-12 14:30:00
Quincy,,DISK,CA,1960-06-13 02:00:00
Baltimore,,OTHER,MD,1960-06-15 21:00:00
Kansas City,,DISK,KS,1960-06-15 21:45:00
Chicago,,OVAL,IL,1960-06-18 23:00:00
East Bernstadt,,DISK,KY,1960-06-21 14:00:00
Litchfield,,OTHER,PA,1960-06-30 12:00:00
Portland,,DISK,OR,1960-06-30 20:30:00
,,DISK,NV,1960-07-01 12:00:00
Stevens,,OTHER,MN,1960-07-01 12:00:00
New Berlin,,CIRCLE,WI,1960-07-04 21:30:00
Springdale,,FORMATION,AR,1960-07-07 22:00:00
La Verne,ORANGE YELLOW,CIRCLE,CA,1960-07-15 01:00:00
Goldsboro,,SPHERE,NC,1960-07-15 16:00:00
Amarillo,,DIAMOND,TX,1960-07-15 21:00:00
Upland,,CIRCLE,CA,1960-07-30 21:00:00
Allentown,,CYLINDER,PA,1960-08-01 12:00:00
Taftville,,DISK,CT,1960-08-01 15:00:00
Boston,,DISK,MA,1960-08-01 18:00:00
Carteret,,CIGAR,NJ,1960-08-01 18:00:00
Crystal,,CIRCLE,WI,1960-08-01 23:00:00
Cherokee,,FIREBALL,NC,1960-08-02 23:00:00
Belmont,,CIRCLE,NY,1960-08-10 01:00:00
Watchung,RED,CIGAR,NJ,1960-08-10 18:00:00
Saugus,,CIRCLE,MA,1960-08-15 15:00:00
Framingham,,OVAL,MA,1960-08-15 16:00:00
Long Beach,,OTHER,CA,1960-08-17 21:10:00
Pittsburgh,,SPHERE,PA,1960-08-20 21:30:00
Dickinson,,CIRCLE,ND,1960-08-28 21:00:00
Buffalo,,OVAL,NY,1960-09-05 21:00:00
Wichita,,OVAL,KS,1960-09-10 10:00:00
Kingsport,ORANGE,CIRCLE,TN,1960-09-15 19:00:00
Seattle,,DISK,WA,1960-09-15 20:30:00
Kaneohe,,LIGHT,HI,1960-10-10 20:00:00
Westbury,,DISK,NY,1960-11-02 18:00:00
Sumner,,SPHERE,WA,1960-11-11 02:00:00
Santa Clara,,CIRCLE,CA,1961-01-01 12:00:00
Kendallville,,CIRCLE,IN,1961-01-01 13:00:00
Lancaster,,DISK,CA,1961-02-02 01:00:00
Panhandle,,DIAMOND,TX,1961-02-22 20:00:00
McGuire AFB,RED GREEN,SPHERE,NJ,1961-03-12 21:00:00
New York City,,CROSS,NY,1961-03-29 00:00:00
Shenandoah,,LIGHT,PA,1961-04-01 20:00:00
Altus,,CIRCLE,OK,1961-04-15 21:00:00
Auburn,,CIGAR,WA,1961-05-01 22:00:00
Parris Island,,VARIOUS,SC,1961-05-15 04:00:00
Alpine,,DISK,UT,1961-06-01 00:00:00
no data,,TEARDROP,NY,1961-06-01 18:00:00
Opa Locka,,OTHER,FL,1961-06-01 18:00:00
Huntsville,,TRIANGLE,AL,1961-06-15 12:00:00
Richardson,GREEN,LIGHT,TX,1961-06-15 15:00:00
Frederick,,LIGHT,OK,1961-06-15 20:30:00
Chicago,,DISK,IL,1961-06-17 19:00:00
Webster Groves,,CIRCLE,MO,1961-06-20 00:00:00
Dallas,,DISK,GA,1961-06-22 00:00:00
Greensboro,,CIGAR,NC,1961-06-30 08:00:00
Orlando,,DISK,FL,1961-06-30 15:00:00
La Mirada,ORANGE,CIGAR,CA,1961-06-30 19:00:00
Rotan,,SPHERE,TX,1961-06-30 22:00:00
Lawrenceville,,CIRCLE,GA,1961-07-01 21:00:00
West Haven,,LIGHT,CT,1961-07-08 21:00:00
Gettysburg,,CIGAR,PA,1961-07-15 11:00:00
Newberg,,EGG,OR,1961-07-15 23:30:00
Arlington Heights,,DISK,IL,1961-07-16 19:50:00
Mill Valley,,DISK,CA,1961-08-01 00:00:00
Glenshaw,,DISK,PA,1961-08-05 21:15:00
Pittsburgh,,SPHERE,PA,1961-08-05 23:00:00
Palatine,ORANGE,DISK,IL,1961-08-09 20:00:00
New York City,,DISK,NY,1961-08-15 19:00:00
Fort Benning,,DISK,GA,1961-09-01 18:46:00
Toledo,,LIGHT,OH,1961-09-01 20:30:00
Wahoo,,EGG,NE,1961-09-15 20:00:00
Toledo,,SPHERE,OH,1961-10-01 03:00:00
Tulsa,,DISK,OK,1961-10-01 03:30:00
Nashville,,DISK,TN,1961-10-01 19:00:00
Graham,,TRIANGLE,NC,1961-10-01 22:00:00
Bristol,,SPHERE,TN,1961-10-10 19:00:00
Indialantic,,OVAL,FL,1961-10-15 18:00:00
Bakersfield,RED,CIRCLE,CA,1961-11-11 23:00:00
Leesville,,FLASH,SC,1961-11-26 10:00:00
Bartow,,SPHERE,FL,1961-12-17 21:00:00
Forestburg,,SPHERE,TX,1961-12-26 20:00:00
Key West,,SPHERE,FL,1962-01-01 08:00:00
Fayetteville,,CIRCLE,NC,1962-02-19 21:00:00
Snohomish,,DIAMOND,WA,1962-03-01 08:00:00
Wendover,,DISK,UT,1962-03-03 03:00:00
Camden,,SPHERE,OH,1962-03-15 10:00:00
Shenandoah,YELLOW,LIGHT,PA,1962-03-31 21:00:00
Acoma,,CYLINDER,NM,1962-05-15 21:00:00
Toms River,,DISK,NJ,1962-05-15 21:00:00
Pittsburg,RED,VARIOUS,OK,1962-05-15 21:30:00
Whitehouse,,LIGHT,NJ,1962-05-20 23:00:00
Garland,,DISK,TX,1962-05-30 20:00:00
Charleston,,DISK,SC,1962-06-01 12:00:00
Ellwood City,,DISK,PA,1962-06-01 12:00:00
Liberty Homes,,SPHERE,SC,1962-06-01 12:00:00
San Francisco,,CIRCLE,CA,1962-06-01 19:00:00
Aurora,,LIGHT,CO,1962-06-01 20:00:00
Benton,,DISK,IL,1962-06-01 21:30:00
Lempster,,CIRCLE,NH,1962-06-14 19:45:00
Castle Rock,,SPHERE,WA,1962-06-15 00:00:00
Lawrence County,,DISK,IL,1962-06-15 19:30:00
Booneville,,DISK,NC,1962-06-15 20:00:00
IL,,DISK,IL,1962-06-15 21:30:00
Joyce,,OTHER,WA,1962-06-16 23:30:00
Orlando,,SPHERE,FL,1962-06-30 00:00:00
Granada Hills,,SPHERE,CA,1962-06-30 02:00:00
Royal Oak,,DISK,MI,1962-06-30 17:30:00
Bethpage,,TRIANGLE,NY,1962-06-30 18:00:00
Bay Area,,DISK,CA,1962-06-30 19:00:00
Miami,,OVAL,FL,1962-07-01 00:00:00
Chicago,,DISK,IL,1962-07-01 22:00:00
Seattle,,OTHER,WA,1962-07-01 22:00:00
Lindsay,,CYLINDER,OK,1962-07-07 02:00:00
Tannersville,,LIGHT,NY,1962-07-10 10:00:00
Avon-by-the-Sea,ORANGE,VARIOUS,NJ,1962-07-15 02:00:00
Chicago,,OTHER,IL,1962-07-15 19:00:00
East Windsor,ORANGE,CIRCLE,CT,1962-07-15 21:00:00
Frankfort,,OVAL,MI,1962-07-15 21:00:00
Mentor,,DISK,OH,1962-07-15 21:00:00
Sunrise Beach,,CYLINDER,MO,1962-07-15 23:00:00
Burkesville,,DISK,KY,1962-07-20 18:00:00
Springdale,,LIGHT,AR,1962-07-20 21:00:00
Rensselaer,,OTHER,NY,1962-07-24 12:00:00
Savannah,,DISK,GA,1962-08-01 15:00:00
Beaverton,,TRIANGLE,OR,1962-08-01 19:30:00
Lodi,RED,OTHER,OH,1962-08-08 14:00:00
Denver,,DISK,CO,1962-08-15 17:30:00
Nenana,,OVAL,AK,1962-08-15 19:00:00
Ann Arbor,,DISK,MI,1962-08-15 20:00:00
Haverhill,,DISK,MA,1962-08-16 12:00:00
San Juan Island,,DISK,WA,1962-09-01 12:00:00
Seattle,,CIRCLE,WA,1962-09-01 12:00:00
Hopewell,,LIGHT,VA,1962-09-01 15:00:00
St. Louis,,SPHERE,MO,1962-09-04 15:30:00
Wisconsin,ORANGE,DISK,WI,1962-09-14 17:30:00
Island Beach State Park,,DISK,NJ,1962-09-15 18:00:00
Savannah,,OVAL,GA,1962-09-29 22:00:00
Chicago,,OTHER,IL,1962-10-15 22:30:00
Valparaiso,,CIGAR,FL,1962-11-01 18:00:00
Pharr,,CHEVRON,TX,1962-11-09 20:30:00
Runge,,SPHERE,TX,1962-11-15 21:00:00
New York City,,CIGAR,NY,1962-12-21 23:21:00
Markleville,,DISK,CA,1963-01-01 10:00:00
Helena,,DIAMOND,MT,1963-01-01 22:00:00
Holyoke,,DISK,MA,1963-01-20 22:00:00
Normandy Park,,CYLINDER,WA,1963-03-15 13:00:00
Great Lakes,,DISK,IL,1963-03-15 17:30:00
Tucson,,TRIANGLE,AZ,1963-04-01 07:00:00
Vero Beach,,DISK,FL,1963-04-07 20:00:00
Russellton,,SPHERE,PA,1963-04-10 00:00:00
Lompoc,,DISK,CA,1963-04-15 19:30:00
Alexandria,RED,LIGHT,VA,1963-04-20 17:00:00
Lynn,,DISK,MA,1963-05-07 03:00:00
New York City,,OTHER,NY,1963-05-15 07:00:00
Towson,,OVAL,MD,1963-05-15 14:00:00
Tishimingo,,VARIOUS,OK,1963-05-15 22:00:00
Emporia,,RECTANGLE,KS,1963-05-30 17:30:00
San Francisco,,DISK,CA,1963-06-01 00:00:00
St. Louis County,,CIGAR,MO,1963-06-01 02:00:00
Williamsport,RED,OTHER,MD,1963-06-01 08:00:00
Gonzales,,CIGAR,TX,1963-06-01 08:30:00
Albemarle,,DISK,NC,1963-06-01 11:00:00
Houston,,CIGAR,TX,1963-06-01 12:00:00
Kirksey,,TRIANGLE,KY,1963-06-01 13:00:00
Waukegan,,FORMATION,IL,1963-06-01 16:00:00
Royal Oak,RED,TRIANGLE,MI,1963-06-01 18:00:00
Laguna Beach,,LIGHT,CA,1963-06-01 20:00:00
Rodeo,,SPHERE,CA,1963-06-01 21:00:00
Big Kandiyohi Lake,,LIGHT,MN,1963-06-01 22:00:00
Colorado Springs,,DISK,CO,1963-06-01 23:00:00
Fort Collins,,CIGAR,CO,1963-06-10 03:00:00
Menasha,,CIRCLE,WI,1963-06-11 11:00:00
Hollywood,,DISK,FL,1963-06-15 01:00:00
Milford,,OTHER,CT,1963-06-15 03:00:00
North St. Paul,,DISK,MN,1963-06-15 11:30:00
Jonesboro,,CIGAR,AR,1963-06-15 18:00:00
Sacramento,,CYLINDER,CA,1963-06-15 18:15:00
Newaygo,,SPHERE,MI,1963-06-15 19:00:00
Trion,,CIRCLE,GA,1963-06-15 21:00:00
Newburgh,,OTHER,NY,1963-06-15 22:00:00
Mansfield,,LIGHT,CT,1963-06-27 19:00:00
Johnstown,,RECTANGLE,PA,1963-06-30 00:00:00
Zebulon,,OTHER,NC,1963-06-30 00:00:00
Newark,,DISK,TX,1963-06-30 06:00:00
Salt Lake City,,DISK,UT,1963-06-30 13:00:00
Anaheim,,DISK,CA,1963-06-30 14:00:00
New York City,,OVAL,NY,1963-07-01 16:00:00
Jonesboro,,DISK,AR,1963-07-01 18:00:00
Lincoln,,OTHER,MO,1963-07-01 21:00:00
Lincoln,,OTHER,MO,1963-07-01 21:12:00
Tucson,,OTHER,AZ,1963-07-02 19:30:00
East Vassalboro,ORANGE,TRIANGLE,ME,1963-07-03 21:00:00
Evanston,,DISK,IL,1963-07-10 20:00:00
Albert Lea,BLUE,OVAL,MN,1963-07-11 20:00:00
Mantua,,CIRCLE,NJ,1963-07-15 00:00:00
Weingarten,,DISK,MO,1963-07-15 00:00:00
Kimberling City,,DISK,MO,1963-07-15 10:30:00
Great Lakes,,DISK,IL,1963-07-15 18:00:00
Great Lakes,,CIRCLE,IL,1963-07-15 21:00:00
Virginia Beach,,CIRCLE,VA,1963-07-15 21:00:00
Oklahoma City,,LIGHT,OK,1963-07-15 22:00:00
Santa Ana,,LIGHT,CA,1963-07-15 22:30:00
Portland,,SPHERE,OR,1963-07-15 23:00:00
Boston,,TRIANGLE,MA,1963-07-17 09:00:00
Tupelo,,DISK,MS,1963-07-20 19:30:00
Amsterdam,,DISK,NY,1963-08-01 02:00:00
Compton,,LIGHT,CA,1963-08-01 22:00:00
Wenatchee,,FORMATION,WA,1963-08-01 22:00:00
Fresno,,OTHER,CA,1963-08-10 22:00:00
Riverside,,DISK,OH,1963-08-12 21:00:00
Broadalbin,,LIGHT,NY,1963-08-23 22:00:00
New York City,,CIRCLE,NY,1963-10-03 21:00:00
Millington,,DISK,NJ,1963-10-04 00:00:00
Prince George,,DISK,VA,1963-10-04 19:10:00
Laurel,,OVAL,MS,1963-10-09 21:30:00
Danville,,DISK,IN,1963-10-20 19:00:00
Rome,,OVAL,GA,1963-12-10 23:00:00
El Cerrito,,FIREBALL,CA,1964-01-10 20:00:00
Omaha,,SPHERE,NE,1964-01-25 20:30:00
Cherry Valley,,CIRCLE,CA,1964-03-29 21:00:00
Fries,,CYLINDER,VA,1964-03-30 13:00:00
Miami,,OTHER,FL,1964-04-03 18:00:00
Valley Station,,OTHER,KY,1964-04-15 19:00:00
Bancroft,,LIGHT,MI,1964-04-15 20:30:00
Seattle,,DISK,WA,1964-04-15 22:00:00
Orangevale,,LIGHT,CA,1964-05-01 22:00:00
Hardwick,,DISK,VT,1964-05-15 10:15:00
Texarkana,,DISK,AR,1964-05-15 12:00:00
Covina,,CIGAR,CA,1964-05-15 15:00:00
Covina,,CIGAR,CA,1964-05-15 15:00:00
Walden,,CIGAR,VT,1964-05-15 19:30:00
Haltom City,,LIGHT,TX,1964-06-01 04:30:00
Sallisaw,,LIGHT,OK,1964-06-01 15:00:00
Los Angeles,,DISK,CA,1964-06-01 20:00:00
North Yakima,BLUE,CIRCLE,WA,1964-06-01 21:30:00
New York City,,DISK,NY,1964-06-05 10:00:00
Baltimore,,SPHERE,MD,1964-06-09 21:00:00
Montrose,BLUE,LIGHT,CO,1964-06-10 03:00:00
Chicago,ORANGE,CIRCLE,IL,1964-06-10 22:00:00
Auburndale,,CIRCLE,MA,1964-06-11 20:15:00
Dedham,,CIRCLE,MA,1964-06-11 21:40:00
Reno,,DISK,NV,1964-06-14 13:00:00
Winnamucca,,LIGHT,NV,1964-06-15 01:00:00
Miami,,LIGHT,FL,1964-06-15 06:00:00
Great Falls,,SPHERE,MT,1964-06-15 11:00:00
Tulsa,,CIRCLE,OK,1964-06-15 13:00:00
Milan,RED,SPHERE,TN,1964-06-15 21:00:00
Anchorville,,DISK,MI,1964-06-15 21:30:00
Marble Falls,,LIGHT,TX,1964-06-15 22:00:00
Destrehan,,LIGHT,LA,1964-06-15 23:00:00
Tucson,,TRIANGLE,AZ,1964-06-19 20:00:00
Thompson,,DISK,GA,1964-06-22 14:00:00
Alexandria,RED,DISK,VA,1964-06-28 21:00:00
Atlanta,,VARIOUS,GA,1964-06-29 21:50:00
Ontonagon,,RECTANGLE,MI,1964-06-30 01:00:00
Hoquiam,,OTHER,WA,1964-06-30 14:00:00
Ft. Wayne,,TRIANGLE,IN,1964-06-30 18:00:00
Lewistown,,OTHER,IL,1964-06-30 21:30:00
Paloma,ORANGE,OTHER,CA,1964-06-30 22:00:00
Laurel Springs,,OTHER,NJ,1964-07-01 12:00:00
Omaha,,DISK,NE,1964-07-01 20:00:00
Wautoma,,LIGHT,WI,1964-07-07 21:30:00
no data,,LIGHT,PA,1964-07-08 00:00:00
Chicago,,DISK,IL,1964-07-09 22:30:00
Defiance,,LIGHT,OH,1964-07-10 22:00:00
Drew,,CIRCLE,OR,1964-07-12 12:00:00
Hamilton,RED,OVAL,MT,1964-07-14 13:00:00
Dayton,,DISK,OH,1964-07-15 08:00:00
Brunswick,,FORMATION,GA,1964-07-15 12:00:00
Washington,,OTHER,MO,1964-07-15 15:00:00
Fishersville,,FIREBALL,VA,1964-07-15 19:00:00
Las Vegas,,CIRCLE,NV,1964-07-15 23:00:00
New Jersey,,LIGHT,NJ,1964-07-20 20:00:00
Holden,,LIGHT,MA,1964-07-31 22:00:00
Stonington,,DISK,CT,1964-08-01 06:00:00
Chicago,,FORMATION,IL,1964-08-01 09:30:00
Duquesne,,CIGAR,PA,1964-08-01 15:00:00
Samuel-,,FIREBALL,KY,1964-08-01 19:30:00
Charlestown,,LIGHT,RI,1964-08-01 20:00:00
Morro Bay,,TRIANGLE,CA,1964-08-01 21:00:00
Boston,,CIRCLE,MA,1964-08-04 09:30:00
Bonfield,,DIAMOND,IL,1964-08-12 00:00:00
Taylorville,,DISK,IL,1964-08-13 23:30:00
Portland,,CIRCLE,ME,1964-08-14 23:00:00
St. Louis,,FIREBALL,MO,1964-08-15 20:00:00
Atlantic Ocean,,CIGAR,VA,1964-08-15 21:00:00
Los Angeles,,CROSS,CA,1964-08-20 13:00:00
Florence,,DISK,AL,1964-08-22 18:40:00
Oxen Hill,,OVAL,MD,1964-09-01 20:00:00
East Hartford,,FIREBALL,CT,1964-09-01 20:30:00
New York City,,DISK,NY,1964-09-05 21:00:00
Spartanburg,,DISK,SC,1964-09-10 22:00:00
Crescent Junction,,DISK,UT,1964-09-15 02:00:00
Arcade,,DISK,NY,1964-09-15 20:00:00
Yakima,,DISK,WA,1964-09-15 21:00:00
Cowpens,,DISK,SC,1964-09-15 22:00:00
Monterey,,DISK,CA,1964-09-15 22:30:00
Chicago,,SPHERE,IL,1964-09-20 20:00:00
Mt. Prospect,,DISK,IL,1964-09-25 19:00:00
Mt. Prospect,,DISK,IL,1964-09-25 19:00:00
Terrebonne,,CIGAR,OR,1964-10-05 16:45:00
Bettendorf,,OTHER,TX,1964-10-14 02:00:00
Columbus,,CIGAR,OH,1964-10-15 00:00:00
New Iberia,,CIRCLE,LA,1964-10-20 12:00:00
Detroit,,CIRCLE,MI,1964-10-20 21:00:00
Cotullia,,SPHERE,TX,1964-11-01 18:00:00
Glen Allen,,DISK,VA,1964-11-12 20:00:00
Memphis,,CIRCLE,TN,1964-11-15 22:00:00
Memphis,,SPHERE,TN,1964-11-15 22:00:00
Memphis,,CIRCLE,TN,1964-11-22 22:00:00
Mokena,,LIGHT,IL,1965-01-01 17:00:00
Conway,,LIGHT,AR,1965-01-01 20:00:00
St. Ansgar,,FIREBALL,IA,1965-01-01 20:00:00
Indianapolis,,CIRCLE,IN,1965-02-01 07:30:00
Seattle,,SPHERE,WA,1965-02-02 06:00:00
Chicago,,OVAL,IL,1965-02-15 17:00:00
Metairie,,CIRCLE,LA,1965-02-16 21:00:00
Jonesboro,BLUE,DISK,GA,1965-03-15 14:00:00
Waterville,,EGG,ME,1965-03-15 17:00:00
Schertz,,DISK,TX,1965-04-01 15:30:00
Nesquehoning,,TRIANGLE,PA,1965-04-01 22:30:00
Daytona Beach,,CIGAR,FL,1965-04-14 23:00:00
Tampa,,DISK,FL,1965-04-15 12:00:00
Orlando,,DISK,FL,1965-04-20 19:00:00
Newtown Square,,TRIANGLE,PA,1965-04-28 00:00:00
Guernsey,,SPHERE,WY,1965-05-01 13:00:00
York County,,OVAL,PA,1965-05-01 15:30:00
Appelton,,DISK,WI,1965-05-01 16:30:00
St. Louis County,,CIGAR,MO,1965-05-05 05:35:00
Scotland,,OTHER,AR,1965-05-05 17:00:00
Massapequa Park,,OVAL,NY,1965-05-12 21:00:00
Burlington,,DISK,WA,1965-05-15 07:30:00
Gadsden,,SPHERE,AL,1965-05-15 14:00:00
La Mesa,,DISK,CA,1965-05-15 15:00:00
Shasta Lake,,DISK,CA,1965-05-31 13:00:00
Norman,,DISK,OK,1965-06-01 00:00:00
St. Louis,,SPHERE,MO,1965-06-01 01:00:00
Deming,,DISK,NM,1965-06-01 05:00:00
Laconia,ORANGE,CYLINDER,NH,1965-06-01 09:00:00
Marathon,,DISK,WI,1965-06-01 11:00:00
Knobnoster,,OVAL,MO,1965-06-01 12:00:00
Long Beach,,CYLINDER,CA,1965-06-01 13:00:00
Scottsville,,LIGHT,KY,1965-06-01 13:00:00
Lakewood,,DISK,OH,1965-06-01 15:00:00
Newport,,LIGHT,NH,1965-06-01 19:00:00
Chicago,,LIGHT,IL,1965-06-01 20:00:00
Miami,,OVAL,FL,1965-06-01 20:00:00
Rochester,,SPHERE,NY,1965-06-01 21:00:00
San Lorenzo,,LIGHT,CA,1965-06-01 21:00:00
Toledo,,SPHERE,OH,1965-06-01 21:00:00
Caliham,,LIGHT,TX,1965-06-06 02:45:00
College Park,,CIRCLE,GA,1965-06-06 17:00:00
Rustburg,,LIGHT,VA,1965-06-08 21:00:00
Whittier,,OTHER,CA,1965-06-15 00:00:00
Woodland HIlls,,CIRCLE,CA,1965-06-15 03:30:00
West Corners,,OTHER,NY,1965-06-15 09:00:00
Thomson,,CIRCLE,GA,1965-06-15 10:00:00
Hurley,,CHEVRON,MO,1965-06-15 12:30:00
New Kensington,,DISK,PA,1965-06-15 19:00:00
Utica,,DISK,MI,1965-06-15 19:00:00
Mesquite,,OVAL,TX,1965-06-15 20:00:00
Oklahoma City,,SPHERE,OK,1965-06-15 20:00:00
St. Marys,,DISK,WV,1965-06-15 20:15:00
Medford,,OVAL,MA,1965-06-15 21:00:00
Delano,,FORMATION,CA,1965-06-15 23:00:00
Pottstown,,OTHER,PA,1965-06-15 23:00:00
Albuquerque,GREEN,DISK,NM,1965-06-20 02:00:00
Portland,,DISK,OR,1965-06-25 13:00:00
Philadelphia,YELLOW,CIGAR,PA,1965-06-25 15:00:00
Vassalboro,,DISK,ME,1965-06-28 00:00:00
Colville,,FLASH,WA,1965-06-30 00:00:00
Montgomery,,DISK,AL,1965-06-30 03:00:00
Mount Shasta,BLUE,CIGAR,CA,1965-06-30 14:00:00
Ocala,,CIGAR,FL,1965-06-30 15:00:00
Elkins,,DISK,AR,1965-06-30 19:00:00
Chesapeake,,EGG,VA,1965-06-30 20:00:00
Blasdell,,OVAL,NY,1965-06-30 21:00:00
Fountain Valley,ORANGE,SPHERE,CA,1965-06-30 23:00:00
Ringwood,,DISK,NJ,1965-07-01 12:00:00
Mt. Vernon,,DISK,IL,1965-07-01 17:00:00
Moberly,,LIGHT,MO,1965-07-01 21:00:00
Narragansett,,EGG,RI,1965-07-02 22:30:00
Panama City Beach,,FIREBALL,FL,1965-07-04 19:00:00
Hains Falls,,LIGHT,NY,1965-07-04 20:00:00
Winnemucca,,LIGHT,NV,1965-07-06 00:00:00
Waterford,,VARIOUS,MI,1965-07-06 23:00:00
Hudson,,LIGHT,MA,1965-07-07 21:00:00
San Fernando,,OTHER,CA,1965-07-10 20:00:00
Fayetteville,GREEN,CIRCLE,NC,1965-07-12 02:15:00
Los Angeles,RED BLUE,CIGAR,CA,1965-07-12 18:30:00
Tehachapi,,TRIANGLE,CA,1965-07-15 00:30:00
Jackson,,RECTANGLE,MI,1965-07-15 06:30:00
San Gabriel,RED BLUE,OVAL,TX,1965-07-15 14:00:00
Sistersville,,FIREBALL,WV,1965-07-15 14:00:00
Westbury,,EGG,NY,1965-07-15 15:00:00
Nyona Lake,,CIGAR,IN,1965-07-15 16:00:00
Hornick,ORANGE,FIREBALL,IA,1965-07-15 18:00:00
Stoughton,,LIGHT,WI,1965-07-15 18:00:00
Whitesburg,,LIGHT,KY,1965-07-15 21:00:00
Aurora,RED,SPHERE,OH,1965-07-15 22:00:00
Mansfield,,DISK,OH,1965-07-15 22:00:00
Pittsfield,,DISK,MA,1965-07-15 22:00:00
Pulaski,,FIREBALL,VA,1965-07-20 03:00:00
Harrisburg,,OVAL,PA,1965-07-20 19:00:00
Santa Ana,,CIRCLE,CA,1965-07-20 20:30:00
Portland,ORANGE,DISK,OR,1965-07-20 23:45:00
Highland,,SPHERE,MI,1965-07-24 13:00:00
Norwalk,,LIGHT,OH,1965-07-27 12:30:00
Old Lyme,,OVAL,CT,1965-07-30 23:00:00
Pell Lake,,EGG,WI,1965-07-31 22:00:00
Wilson,,DISK,NC,1965-08-01 00:00:00
St. Louis,,SPHERE,MO,1965-08-01 16:00:00
Virden,,SPHERE,IL,1965-08-01 18:00:00
Pearland,,LIGHT,TX,1965-08-01 23:00:00
Pittsburgh,,OVAL,PA,1965-08-02 01:42:00
San Clemente,,FIREBALL,CA,1965-08-03 21:00:00
San Antonio,,EGG,TX,1965-08-06 01:00:00
South Yarmouth,,LIGHT,MA,1965-08-07 13:00:00
Tularosa,,DISK,NM,1965-08-08 12:30:00
Minneapolis,,VARIOUS,MN,1965-08-08 23:10:00
Hollis,,SPHERE,NH,1965-08-10 18:00:00
Culver City,,OVAL,CA,1965-08-11 21:00:00
Virginia Beach,,DISK,VA,1965-08-12 01:00:00
Dillon,,OVAL,MT,1965-08-12 21:00:00
Fort Ord,,TRIANGLE,CA,1965-08-12 21:30:00
Tahlequah,,OVAL,OK,1965-08-15 00:00:00
Sullivan,,LIGHT,IL,1965-08-15 20:00:00
Oneonta,,OVAL,NY,1965-08-15 20:45:00
Beaverton,,CIGAR,OR,1965-08-15 21:00:00
Aurora,RED,SPHERE,OH,1965-08-15 22:00:00
Roseville,,DISK,MI,1965-08-15 22:00:00
